"","Disease","Date","State","Cases","Rates"
"2618","Influenza (laboratory confirmed)",2020-06-30,"Tas",2,0.4
"2619","Pertussis",2020-06-30,"Tas",2,0.4
"2620","Rotavirus",2020-06-30,"Tas",1,0.2
"2621","Varicella zoster (chickenpox)",2020-06-30,"Tas",4,0.7
"2622","Varicella zoster (shingles)",2020-06-30,"Tas",33,6.2
"2623","Varicella zoster (unspecified)",2020-06-30,"Tas",15,2.8
"2624","Ross River virus infection",2020-06-30,"Tas",1,0.2
"2625","Hepatitis B (unspecified)",2020-05-31,"Tas",1,0.2
"2626","Hepatitis C (unspecified)",2020-05-31,"Tas",11,2.1
"2627","Campylobacteriosis",2020-05-31,"Tas",64,12
"2628","Cryptosporidiosis",2020-05-31,"Tas",2,0.4
"2629","Salmonellosis",2020-05-31,"Tas",9,1.7
"2630","Tuberculosis",2020-05-31,"Tas",2,0.4
"2631","Chlamydial infection",2020-05-31,"Tas",71,13.3
"2632","Gonococcal infection",2020-05-31,"Tas",15,2.8
"2633","Syphilis < 2 years",2020-05-31,"Tas",1,0.2
"2634","Syphilis > 2 years or unspecified duration",2020-05-31,"Tas",2,0.4
"2635","Influenza (laboratory confirmed)",2020-05-31,"Tas",5,0.9
"2636","Pertussis",2020-05-31,"Tas",4,0.7
"2637","Rotavirus",2020-05-31,"Tas",1,0.2
"2638","Varicella zoster (chickenpox)",2020-05-31,"Tas",3,0.6
"2639","Varicella zoster (shingles)",2020-05-31,"Tas",33,6.2
"2640","Varicella zoster (unspecified)",2020-05-31,"Tas",21,3.9
"2641","Hepatitis B (unspecified)",2020-04-30,"Tas",4,0.7
"2642","Hepatitis C (unspecified)",2020-04-30,"Tas",13,2.4
"2643","Campylobacteriosis",2020-04-30,"Tas",44,8.2
"2644","Cryptosporidiosis",2020-04-30,"Tas",2,0.4
"2645","Salmonellosis",2020-04-30,"Tas",15,2.8
"2646","Legionellosis",2020-04-30,"Tas",2,0.4
"2647","Meningococcal disease (invasive)",2020-04-30,"Tas",1,0.2
"2648","Tuberculosis",2020-04-30,"Tas",1,0.2
"2649","Chlamydial infection",2020-04-30,"Tas",95,17.8
"2650","Gonococcal infection",2020-04-30,"Tas",13,2.4
"2651","Syphilis < 2 years",2020-04-30,"Tas",2,0.4
"2652","Syphilis > 2 years or unspecified duration",2020-04-30,"Tas",2,0.4
"2653","Influenza (laboratory confirmed)",2020-04-30,"Tas",3,0.6
"2654","Pertussis",2020-04-30,"Tas",11,2.1
"2655","Pneumococcal disease (invasive)",2020-04-30,"Tas",2,0.4
"2656","Varicella zoster (chickenpox)",2020-04-30,"Tas",5,0.9
"2657","Varicella zoster (shingles)",2020-04-30,"Tas",18,3.4
"2658","Varicella zoster (unspecified)",2020-04-30,"Tas",21,3.9
"2659","Ross River virus infection",2020-04-30,"Tas",1,0.2
"2660","Hepatitis B (newly acquired)",2020-03-31,"Tas",2,0.4
"2661","Hepatitis B (unspecified)",2020-03-31,"Tas",7,1.3
"2662","Hepatitis C (unspecified)",2020-03-31,"Tas",14,2.6
"2663","Campylobacteriosis",2020-03-31,"Tas",103,19.3
"2664","Cryptosporidiosis",2020-03-31,"Tas",1,0.2
"2665","Hepatitis E",2020-03-31,"Tas",1,0.2
"2666","Salmonellosis",2020-03-31,"Tas",30,5.6
"2667","Typhoid Fever",2020-03-31,"Tas",1,0.2
"2668","Legionellosis",2020-03-31,"Tas",5,0.9
"2669","Meningococcal disease (invasive)",2020-03-31,"Tas",1,0.2
"2670","Chlamydial infection",2020-03-31,"Tas",111,20.8
"2671","Gonococcal infection",2020-03-31,"Tas",16,3
"2672","Syphilis < 2 years",2020-03-31,"Tas",2,0.4
"2673","Syphilis > 2 years or unspecified duration",2020-03-31,"Tas",3,0.6
"2674","Influenza (laboratory confirmed)",2020-03-31,"Tas",39,7.3
"2675","Pertussis",2020-03-31,"Tas",3,0.6
"2676","Rotavirus",2020-03-31,"Tas",3,0.6
"2677","Varicella zoster (chickenpox)",2020-03-31,"Tas",2,0.4
"2678","Varicella zoster (shingles)",2020-03-31,"Tas",35,6.5
"2679","Varicella zoster (unspecified)",2020-03-31,"Tas",23,4.3
"2680","Malaria",2020-03-31,"Tas",1,0.2
"2681","Hepatitis B (unspecified)",2020-02-29,"Tas",3,0.6
"2682","Hepatitis C (newly acquired)",2020-02-29,"Tas",2,0.4
"2683","Hepatitis C (unspecified)",2020-02-29,"Tas",10,1.9
"2684","Campylobacteriosis",2020-02-29,"Tas",94,17.6
"2685","Hepatitis E",2020-02-29,"Tas",1,0.2
"2686","Salmonellosis",2020-02-29,"Tas",40,7.5
"2687","Shigellosis",2020-02-29,"Tas",1,0.2
"2688","Typhoid Fever",2020-02-29,"Tas",2,0.4
"2689","Tuberculosis",2020-02-29,"Tas",4,0.7
"2690","Chlamydial infection",2020-02-29,"Tas",119,22.3
"2691","Gonococcal infection",2020-02-29,"Tas",26,4.9
"2692","Syphilis < 2 years",2020-02-29,"Tas",1,0.2
"2693","Syphilis > 2 years or unspecified duration",2020-02-29,"Tas",4,0.7
"2694","Influenza (laboratory confirmed)",2020-02-29,"Tas",50,9.4
"2695","Pertussis",2020-02-29,"Tas",11,2.1
"2696","Rotavirus",2020-02-29,"Tas",10,1.9
"2697","Varicella zoster (chickenpox)",2020-02-29,"Tas",3,0.6
"2698","Varicella zoster (shingles)",2020-02-29,"Tas",41,7.7
"2699","Varicella zoster (unspecified)",2020-02-29,"Tas",19,3.6
"2700","Malaria",2020-02-29,"Tas",1,0.2
"2701","Hepatitis B (unspecified)",2020-01-31,"Tas",4,0.7
"2702","Hepatitis C (unspecified)",2020-01-31,"Tas",10,1.9
"2703","Campylobacteriosis",2020-01-31,"Tas",100,18.7
"2704","Listeriosis",2020-01-31,"Tas",1,0.2
"2705","Salmonellosis",2020-01-31,"Tas",15,2.8
"2706","Legionellosis",2020-01-31,"Tas",1,0.2
"2707","Tuberculosis",2020-01-31,"Tas",2,0.4
"2708","Chlamydial infection",2020-01-31,"Tas",113,21.1
"2709","Gonococcal infection",2020-01-31,"Tas",22,4.1
"2710","Syphilis > 2 years or unspecified duration",2020-01-31,"Tas",2,0.4
"2711","Influenza (laboratory confirmed)",2020-01-31,"Tas",59,11
"2712","Pertussis",2020-01-31,"Tas",27,5.1
"2713","Pneumococcal disease (invasive)",2020-01-31,"Tas",1,0.2
"2714","Rotavirus",2020-01-31,"Tas",12,2.2
"2715","Varicella zoster (chickenpox)",2020-01-31,"Tas",2,0.4
"2716","Varicella zoster (shingles)",2020-01-31,"Tas",33,6.2
"2717","Varicella zoster (unspecified)",2020-01-31,"Tas",16,3
"2718","Dengue virus infection",2020-01-31,"Tas",2,0.4
"2719","Ross River virus infection",2020-01-31,"Tas",1,0.2
"2720","Q fever",2020-01-31,"Tas",2,0.4
"2721","Hepatitis B (unspecified)",2019-12-31,"Tas",5,0.9
"2722","Hepatitis C (unspecified)",2019-12-31,"Tas",16,3
"2723","Campylobacteriosis",2019-12-31,"Tas",124,23.2
"2724","Cryptosporidiosis",2019-12-31,"Tas",1,0.2
"2725","Salmonellosis",2019-12-31,"Tas",20,3.7
"2726","Legionellosis",2019-12-31,"Tas",2,0.4
"2727","Tuberculosis",2019-12-31,"Tas",2,0.4
"2728","Chlamydial infection",2019-12-31,"Tas",107,20
"2729","Gonococcal infection",2019-12-31,"Tas",13,2.4
"2730","Syphilis < 2 years",2019-12-31,"Tas",1,0.2
"2731","Syphilis > 2 years or unspecified duration",2019-12-31,"Tas",3,0.6
"2732","Influenza (laboratory confirmed)",2019-12-31,"Tas",55,10.3
"2733","Mumps",2019-12-31,"Tas",1,0.2
"2734","Pertussis",2019-12-31,"Tas",28,5.2
"2735","Pneumococcal disease (invasive)",2019-12-31,"Tas",2,0.4
"2736","Rotavirus",2019-12-31,"Tas",18,3.4
"2737","Varicella zoster (chickenpox)",2019-12-31,"Tas",5,0.9
"2738","Varicella zoster (shingles)",2019-12-31,"Tas",28,5.2
"2739","Varicella zoster (unspecified)",2019-12-31,"Tas",22,4.1
"2740","Barmah Forest virus infection",2019-12-31,"Tas",1,0.2
"2741","Dengue virus infection",2019-12-31,"Tas",1,0.2
"2742","Malaria",2019-12-31,"Tas",1,0.2
"2743","Ross River virus infection",2019-12-31,"Tas",3,0.6
"2744","Q fever",2019-12-31,"Tas",2,0.4
"2745","Hepatitis B (newly acquired)",2019-11-30,"Tas",1,0.2
"2746","Hepatitis B (unspecified)",2019-11-30,"Tas",4,0.7
"2747","Hepatitis C (newly acquired)",2019-11-30,"Tas",3,0.6
"2748","Hepatitis C (unspecified)",2019-11-30,"Tas",14,2.6
"2749","Campylobacteriosis",2019-11-30,"Tas",99,18.5
"2750","Cryptosporidiosis",2019-11-30,"Tas",5,0.9
"2751","Salmonellosis",2019-11-30,"Tas",21,3.9
"2752","Shigellosis",2019-11-30,"Tas",2,0.4
"2753","Legionellosis",2019-11-30,"Tas",3,0.6
"2754","Meningococcal disease (invasive)",2019-11-30,"Tas",1,0.2
"2755","Chlamydial infection",2019-11-30,"Tas",112,21
"2756","Gonococcal infection",2019-11-30,"Tas",29,5.4
"2757","Syphilis < 2 years",2019-11-30,"Tas",1,0.2
"2758","Syphilis > 2 years or unspecified duration",2019-11-30,"Tas",1,0.2
"2759","Influenza (laboratory confirmed)",2019-11-30,"Tas",71,13.3
"2760","Pertussis",2019-11-30,"Tas",60,11.2
"2761","Pneumococcal disease (invasive)",2019-11-30,"Tas",3,0.6
"2762","Rotavirus",2019-11-30,"Tas",9,1.7
"2763","Varicella zoster (chickenpox)",2019-11-30,"Tas",7,1.3
"2764","Varicella zoster (shingles)",2019-11-30,"Tas",33,6.2
"2765","Varicella zoster (unspecified)",2019-11-30,"Tas",27,5.1
"2766","Barmah Forest virus infection",2019-11-30,"Tas",1,0.2
"2767","Dengue virus infection",2019-11-30,"Tas",3,0.6
"2768","Malaria",2019-11-30,"Tas",1,0.2
"2769","Ross River virus infection",2019-11-30,"Tas",2,0.4
"2770","Q fever",2019-11-30,"Tas",3,0.6
"2771","Hepatitis B (newly acquired)",2019-10-31,"Tas",1,0.2
"2772","Hepatitis B (unspecified)",2019-10-31,"Tas",8,1.5
"2773","Hepatitis C (unspecified)",2019-10-31,"Tas",13,2.4
"2774","Campylobacteriosis",2019-10-31,"Tas",127,23.8
"2775","Cryptosporidiosis",2019-10-31,"Tas",7,1.3
"2776","Salmonellosis",2019-10-31,"Tas",18,3.4
"2777","Legionellosis",2019-10-31,"Tas",5,0.9
"2778","Chlamydial infection",2019-10-31,"Tas",115,21.5
"2779","Gonococcal infection",2019-10-31,"Tas",21,3.9
"2780","Syphilis < 2 years",2019-10-31,"Tas",2,0.4
"2781","Syphilis > 2 years or unspecified duration",2019-10-31,"Tas",1,0.2
"2782","Influenza (laboratory confirmed)",2019-10-31,"Tas",156,29.2
"2783","Pertussis",2019-10-31,"Tas",35,6.5
"2784","Pneumococcal disease (invasive)",2019-10-31,"Tas",3,0.6
"2785","Rotavirus",2019-10-31,"Tas",15,2.8
"2786","Varicella zoster (chickenpox)",2019-10-31,"Tas",4,0.7
"2787","Varicella zoster (shingles)",2019-10-31,"Tas",44,8.2
"2788","Varicella zoster (unspecified)",2019-10-31,"Tas",18,3.4
"2789","Dengue virus infection",2019-10-31,"Tas",1,0.2
"2790","Q fever",2019-10-31,"Tas",2,0.4
"2791","Hepatitis B (unspecified)",2019-09-30,"Tas",4,0.7
"2792","Hepatitis C (newly acquired)",2019-09-30,"Tas",1,0.2
"2793","Hepatitis C (unspecified)",2019-09-30,"Tas",12,2.2
"2794","Campylobacteriosis",2019-09-30,"Tas",86,16.1
"2795","Cryptosporidiosis",2019-09-30,"Tas",2,0.4
"2796","Salmonellosis",2019-09-30,"Tas",11,2.1
"2797","Shigellosis",2019-09-30,"Tas",1,0.2
"2798","Legionellosis",2019-09-30,"Tas",2,0.4
"2799","Chlamydial infection",2019-09-30,"Tas",128,23.9
"2800","Gonococcal infection",2019-09-30,"Tas",13,2.4
"2801","Syphilis > 2 years or unspecified duration",2019-09-30,"Tas",3,0.6
"2802","Influenza (laboratory confirmed)",2019-09-30,"Tas",364,68.1
"2803","Mumps",2019-09-30,"Tas",1,0.2
"2804","Pertussis",2019-09-30,"Tas",47,8.8
"2805","Pneumococcal disease (invasive)",2019-09-30,"Tas",5,0.9
"2806","Rotavirus",2019-09-30,"Tas",5,0.9
"2807","Varicella zoster (chickenpox)",2019-09-30,"Tas",6,1.1
"2808","Varicella zoster (shingles)",2019-09-30,"Tas",39,7.3
"2809","Varicella zoster (unspecified)",2019-09-30,"Tas",24,4.5
"2810","Dengue virus infection",2019-09-30,"Tas",2,0.4
"2811","Q fever",2019-09-30,"Tas",1,0.2
"2812","Hepatitis B (unspecified)",2019-08-31,"Tas",5,0.9
"2813","Hepatitis C (newly acquired)",2019-08-31,"Tas",1,0.2
"2814","Hepatitis C (unspecified)",2019-08-31,"Tas",16,3
"2815","Campylobacteriosis",2019-08-31,"Tas",73,13.7
"2816","Haemolytic uraemic syndrome (HUS)",2019-08-31,"Tas",1,0.2
"2817","Hepatitis A",2019-08-31,"Tas",1,0.2
"2818","Salmonellosis",2019-08-31,"Tas",11,2.1
"2819","Meningococcal disease (invasive)",2019-08-31,"Tas",1,0.2
"2820","Tuberculosis",2019-08-31,"Tas",1,0.2
"2821","Chlamydial infection",2019-08-31,"Tas",147,27.5
"2822","Gonococcal infection",2019-08-31,"Tas",12,2.2
"2823","Syphilis < 2 years",2019-08-31,"Tas",1,0.2
"2824","Syphilis > 2 years or unspecified duration",2019-08-31,"Tas",1,0.2
"2825","Influenza (laboratory confirmed)",2019-08-31,"Tas",562,105.1
"2826","Pertussis",2019-08-31,"Tas",29,5.4
"2827","Pneumococcal disease (invasive)",2019-08-31,"Tas",8,1.5
"2828","Rotavirus",2019-08-31,"Tas",8,1.5
"2829","Varicella zoster (chickenpox)",2019-08-31,"Tas",4,0.7
"2830","Varicella zoster (shingles)",2019-08-31,"Tas",24,4.5
"2831","Varicella zoster (unspecified)",2019-08-31,"Tas",16,3
"2832","Dengue virus infection",2019-08-31,"Tas",2,0.4
"2833","Ross River virus infection",2019-08-31,"Tas",1,0.2
"2834","Hepatitis B (newly acquired)",2019-07-31,"Tas",1,0.2
"2835","Hepatitis B (unspecified)",2019-07-31,"Tas",8,1.5
"2836","Hepatitis C (unspecified)",2019-07-31,"Tas",15,2.8
"2837","Campylobacteriosis",2019-07-31,"Tas",72,13.5
"2838","Paratyphoid",2019-07-31,"Tas",1,0.2
"2839","Salmonellosis",2019-07-31,"Tas",13,2.4
"2840","Shigellosis",2019-07-31,"Tas",2,0.4
"2841","Tuberculosis",2019-07-31,"Tas",2,0.4
"2842","Chlamydial infection",2019-07-31,"Tas",127,23.8
"2843","Gonococcal infection",2019-07-31,"Tas",16,3
"2844","Syphilis < 2 years",2019-07-31,"Tas",1,0.2
"2845","Influenza (laboratory confirmed)",2019-07-31,"Tas",532,99.5
"2846","Pertussis",2019-07-31,"Tas",17,3.2
"2847","Pneumococcal disease (invasive)",2019-07-31,"Tas",4,0.7
"2848","Rotavirus",2019-07-31,"Tas",6,1.1
"2849","Varicella zoster (chickenpox)",2019-07-31,"Tas",10,1.9
"2850","Varicella zoster (shingles)",2019-07-31,"Tas",51,9.5
"2851","Varicella zoster (unspecified)",2019-07-31,"Tas",10,1.9
"2852","Hepatitis B (newly acquired)",2019-06-30,"Tas",1,0.2
"2853","Hepatitis B (unspecified)",2019-06-30,"Tas",3,0.6
"2854","Hepatitis C (newly acquired)",2019-06-30,"Tas",1,0.2
"2855","Hepatitis C (unspecified)",2019-06-30,"Tas",13,2.4
"2856","Campylobacteriosis",2019-06-30,"Tas",54,10.1
"2857","Cryptosporidiosis",2019-06-30,"Tas",1,0.2
"2858","Salmonellosis",2019-06-30,"Tas",7,1.3
"2859","Shigellosis",2019-06-30,"Tas",1,0.2
"2860","Legionellosis",2019-06-30,"Tas",4,0.7
"2861","Meningococcal disease (invasive)",2019-06-30,"Tas",2,0.4
"2862","Chlamydial infection",2019-06-30,"Tas",114,21.3
"2863","Gonococcal infection",2019-06-30,"Tas",7,1.3
"2864","Syphilis > 2 years or unspecified duration",2019-06-30,"Tas",3,0.6
"2865","Influenza (laboratory confirmed)",2019-06-30,"Tas",401,75
"2866","Mumps",2019-06-30,"Tas",1,0.2
"2867","Pertussis",2019-06-30,"Tas",13,2.4
"2868","Pneumococcal disease (invasive)",2019-06-30,"Tas",3,0.6
"2869","Rotavirus",2019-06-30,"Tas",5,0.9
"2870","Varicella zoster (chickenpox)",2019-06-30,"Tas",5,0.9
"2871","Varicella zoster (shingles)",2019-06-30,"Tas",38,7.1
"2872","Varicella zoster (unspecified)",2019-06-30,"Tas",21,3.9
"2873","Dengue virus infection",2019-06-30,"Tas",1,0.2
"2874","Malaria",2019-06-30,"Tas",1,0.2
"2875","Hepatitis B (unspecified)",2019-05-31,"Tas",9,1.7
"2876","Hepatitis C (newly acquired)",2019-05-31,"Tas",1,0.2
"2877","Hepatitis C (unspecified)",2019-05-31,"Tas",17,3.2
"2878","Campylobacteriosis",2019-05-31,"Tas",43,8
"2879","Cryptosporidiosis",2019-05-31,"Tas",3,0.6
"2880","Hepatitis A",2019-05-31,"Tas",1,0.2
"2881","Hepatitis E",2019-05-31,"Tas",1,0.2
"2882","Salmonellosis",2019-05-31,"Tas",24,4.5
"2883","Shigellosis",2019-05-31,"Tas",8,1.5
"2884","Tuberculosis",2019-05-31,"Tas",1,0.2
"2885","Chlamydial infection",2019-05-31,"Tas",140,26.2
"2886","Gonococcal infection",2019-05-31,"Tas",10,1.9
"2887","Syphilis > 2 years or unspecified duration",2019-05-31,"Tas",2,0.4
"2888","Influenza (laboratory confirmed)",2019-05-31,"Tas",314,58.7
"2889","Mumps",2019-05-31,"Tas",1,0.2
"2890","Pertussis",2019-05-31,"Tas",35,6.5
"2891","Pneumococcal disease (invasive)",2019-05-31,"Tas",3,0.6
"2892","Rotavirus",2019-05-31,"Tas",2,0.4
"2893","Varicella zoster (chickenpox)",2019-05-31,"Tas",10,1.9
"2894","Varicella zoster (shingles)",2019-05-31,"Tas",44,8.2
"2895","Varicella zoster (unspecified)",2019-05-31,"Tas",21,3.9
"2896","Barmah Forest virus infection",2019-05-31,"Tas",2,0.4
"2897","Dengue virus infection",2019-05-31,"Tas",3,0.6
"2898","Ross River virus infection",2019-05-31,"Tas",3,0.6
"2899","Hepatitis B (newly acquired)",2019-04-30,"Tas",1,0.2
"2900","Hepatitis B (unspecified)",2019-04-30,"Tas",6,1.1
"2901","Hepatitis C (unspecified)",2019-04-30,"Tas",9,1.7
"2902","Campylobacteriosis",2019-04-30,"Tas",35,6.5
"2903","Cryptosporidiosis",2019-04-30,"Tas",3,0.6
"2904","Hepatitis A",2019-04-30,"Tas",1,0.2
"2905","Salmonellosis",2019-04-30,"Tas",20,3.7
"2906","Shigellosis",2019-04-30,"Tas",1,0.2
"2907","Legionellosis",2019-04-30,"Tas",1,0.2
"2908","Meningococcal disease (invasive)",2019-04-30,"Tas",1,0.2
"2909","Tuberculosis",2019-04-30,"Tas",1,0.2
"2910","Chlamydial infection",2019-04-30,"Tas",114,21.3
"2911","Gonococcal infection",2019-04-30,"Tas",7,1.3
"2912","Influenza (laboratory confirmed)",2019-04-30,"Tas",388,72.6
"2913","Measles",2019-04-30,"Tas",1,0.2
"2914","Pertussis",2019-04-30,"Tas",45,8.4
"2915","Pneumococcal disease (invasive)",2019-04-30,"Tas",3,0.6
"2916","Rotavirus",2019-04-30,"Tas",2,0.4
"2917","Varicella zoster (chickenpox)",2019-04-30,"Tas",6,1.1
"2918","Varicella zoster (shingles)",2019-04-30,"Tas",31,5.8
"2919","Varicella zoster (unspecified)",2019-04-30,"Tas",13,2.4
"2920","Dengue virus infection",2019-04-30,"Tas",3,0.6
"2921","Malaria",2019-04-30,"Tas",1,0.2
"2922","Ross River virus infection",2019-04-30,"Tas",2,0.4
"2923","Hepatitis B (unspecified)",2019-03-31,"Tas",3,0.6
"2924","Hepatitis C (newly acquired)",2019-03-31,"Tas",2,0.4
"2925","Hepatitis C (unspecified)",2019-03-31,"Tas",9,1.7
"2926","Campylobacteriosis",2019-03-31,"Tas",60,11.2
"2927","Cryptosporidiosis",2019-03-31,"Tas",4,0.7
"2928","Salmonellosis",2019-03-31,"Tas",25,4.7
"2929","Shigellosis",2019-03-31,"Tas",4,0.7
"2930","Legionellosis",2019-03-31,"Tas",1,0.2
"2931","Meningococcal disease (invasive)",2019-03-31,"Tas",1,0.2
"2932","Tuberculosis",2019-03-31,"Tas",1,0.2
"2933","Chlamydial infection",2019-03-31,"Tas",157,29.4
"2934","Gonococcal infection",2019-03-31,"Tas",9,1.7
"2935","Syphilis < 2 years",2019-03-31,"Tas",1,0.2
"2936","Syphilis > 2 years or unspecified duration",2019-03-31,"Tas",3,0.6
"2937","Influenza (laboratory confirmed)",2019-03-31,"Tas",147,27.5
"2938","Pertussis",2019-03-31,"Tas",64,12
"2939","Pneumococcal disease (invasive)",2019-03-31,"Tas",1,0.2
"2940","Rotavirus",2019-03-31,"Tas",3,0.6
"2941","Varicella zoster (chickenpox)",2019-03-31,"Tas",7,1.3
"2942","Varicella zoster (shingles)",2019-03-31,"Tas",40,7.5
"2943","Varicella zoster (unspecified)",2019-03-31,"Tas",15,2.8
"2944","Barmah Forest virus infection",2019-03-31,"Tas",4,0.7
"2945","Hepatitis B (newly acquired)",2019-02-28,"Tas",1,0.2
"2946","Hepatitis B (unspecified)",2019-02-28,"Tas",3,0.6
"2947","Hepatitis C (unspecified)",2019-02-28,"Tas",16,3
"2948","Campylobacteriosis",2019-02-28,"Tas",53,9.9
"2949","Salmonellosis",2019-02-28,"Tas",31,5.8
"2950","Shigellosis",2019-02-28,"Tas",1,0.2
"2951","Legionellosis",2019-02-28,"Tas",3,0.6
"2952","Chlamydial infection",2019-02-28,"Tas",131,24.5
"2953","Gonococcal infection",2019-02-28,"Tas",11,2.1
"2954","Syphilis > 2 years or unspecified duration",2019-02-28,"Tas",3,0.6
"2955","Influenza (laboratory confirmed)",2019-02-28,"Tas",86,16.1
"2956","Pertussis",2019-02-28,"Tas",72,13.5
"2957","Rotavirus",2019-02-28,"Tas",2,0.4
"2958","Varicella zoster (chickenpox)",2019-02-28,"Tas",7,1.3
"2959","Varicella zoster (shingles)",2019-02-28,"Tas",34,6.4
"2960","Varicella zoster (unspecified)",2019-02-28,"Tas",16,3
"2961","Barmah Forest virus infection",2019-02-28,"Tas",3,0.6
"2962","Dengue virus infection",2019-02-28,"Tas",2,0.4
"2963","Ross River virus infection",2019-02-28,"Tas",2,0.4
"2964","Hepatitis B (unspecified)",2019-01-31,"Tas",2,0.4
"2965","Hepatitis C (newly acquired)",2019-01-31,"Tas",1,0.2
"2966","Hepatitis C (unspecified)",2019-01-31,"Tas",11,2.1
"2967","Campylobacteriosis",2019-01-31,"Tas",85,15.9
"2968","Salmonellosis",2019-01-31,"Tas",36,6.7
"2969","Legionellosis",2019-01-31,"Tas",2,0.4
"2970","Tuberculosis",2019-01-31,"Tas",3,0.6
"2971","Chlamydial infection",2019-01-31,"Tas",140,26.2
"2972","Gonococcal infection",2019-01-31,"Tas",9,1.7
"2973","Syphilis < 2 years",2019-01-31,"Tas",1,0.2
"2974","Influenza (laboratory confirmed)",2019-01-31,"Tas",61,11.4
"2975","Pertussis",2019-01-31,"Tas",124,23.2
"2976","Pneumococcal disease (invasive)",2019-01-31,"Tas",2,0.4
"2977","Rotavirus",2019-01-31,"Tas",1,0.2
"2978","Varicella zoster (chickenpox)",2019-01-31,"Tas",6,1.1
"2979","Varicella zoster (shingles)",2019-01-31,"Tas",37,6.9
"2980","Varicella zoster (unspecified)",2019-01-31,"Tas",13,2.4
"2981","Barmah Forest virus infection",2019-01-31,"Tas",2,0.4
"2982","Chikungunya virus infection",2019-01-31,"Tas",1,0.2
"2983","Dengue virus infection",2019-01-31,"Tas",2,0.4
"2984","Ross River virus infection",2019-01-31,"Tas",1,0.2
"2985","Hepatitis B (unspecified)",2018-12-31,"Tas",2,0.4
"2986","Hepatitis C (unspecified)",2018-12-31,"Tas",9,1.7
"2987","Campylobacteriosis",2018-12-31,"Tas",77,14.6
"2988","Cryptosporidiosis",2018-12-31,"Tas",1,0.2
"2989","STEC",2018-12-31,"Tas",1,0.2
"2990","Salmonellosis",2018-12-31,"Tas",24,4.5
"2991","Shigellosis",2018-12-31,"Tas",3,0.6
"2992","Legionellosis",2018-12-31,"Tas",2,0.4
"2993","Meningococcal disease (invasive)",2018-12-31,"Tas",1,0.2
"2994","Chlamydial infection",2018-12-31,"Tas",122,23.1
"2995","Gonococcal infection",2018-12-31,"Tas",10,1.9
"2996","Syphilis < 2 years",2018-12-31,"Tas",2,0.4
"2997","Syphilis > 2 years or unspecified duration",2018-12-31,"Tas",1,0.2
"2998","Influenza (laboratory confirmed)",2018-12-31,"Tas",38,7.2
"2999","Pertussis",2018-12-31,"Tas",104,19.7
"3000","Pneumococcal disease (invasive)",2018-12-31,"Tas",5,0.9
"3001","Rotavirus",2018-12-31,"Tas",2,0.4
"3002","Varicella zoster (chickenpox)",2018-12-31,"Tas",6,1.1
"3003","Varicella zoster (shingles)",2018-12-31,"Tas",42,8
"3004","Varicella zoster (unspecified)",2018-12-31,"Tas",18,3.4
"3005","Dengue virus infection",2018-12-31,"Tas",1,0.2
"3006","Hepatitis B (newly acquired)",2018-11-30,"Tas",1,0.2
"3007","Hepatitis B (unspecified)",2018-11-30,"Tas",3,0.6
