"","Disease","Date","State","Cases","Rates","Cases_7dayavg","Rates_7dayavg"
"2794","Cryptosporidiosis",2019-12-31,"Australia",245,1,836.857142857143,4.15714285714286
"2795","STEC",2019-12-31,"Australia",67,0.3,831.857142857143,4.14285714285714
"2796","Salmonellosis",2019-12-31,"Australia",1392,5.5,757.571428571429,3.84285714285714
"2797","Shigellosis",2019-12-31,"Australia",233,0.9,1153,4.55714285714286
"2798","Legionellosis",2019-12-31,"Australia",39,0.2,1484.57142857143,5.85714285714285
"2799","Tuberculosis",2019-12-31,"Australia",137,0.5,1537.14285714286,6.05714285714286
"2800","Chlamydial infection",2019-12-31,"Australia",5958,23.5,1362.42857142857,5.37142857142857
"2801","Gonococcal infection",2019-12-31,"Australia",2566,10.1,1945,7.67142857142857
"2802","Syphilis < 2 years",2019-12-31,"Australia",435,1.7,2092.14285714286,8.24285714285714
"2803","Syphilis > 2 years or unspecified duration",2019-12-31,"Australia",169,0.7,2095.42857142857,8.25714285714286
"2804","Influenza (laboratory confirmed)",2019-12-31,"Australia",4311,17,1362.28571428571,5.37142857142857
"2805","Pertussis",2019-12-31,"Australia",1069,4.2,1045.57142857143,4.12857142857143
"2806","Pneumococcal disease (invasive)",2019-12-31,"Australia",160,0.6,1177.28571428571,4.65714285714286
"2807","Rotavirus",2019-12-31,"Australia",826,3.3,1291.57142857143,5.1
"2808","Varicella zoster (chickenpox)",2019-12-31,"Australia",349,1.4,686,2.71428571428571
"2809","Varicella zoster (shingles)",2019-12-31,"Australia",1357,5.4,548.285714285714,2.17142857142857
"2810","Varicella zoster (unspecified)",2019-12-31,"Australia",969,3.8,532,2.11428571428571
"2811","Dengue virus infection",2019-12-31,"Australia",72,0.3,474.428571428571,1.88571428571428
"2812","Ross River virus infection",2019-12-31,"Australia",105,0.4,433.571428571429,1.71428571428571
"2813","Q fever",2019-12-31,"Australia",46,0.2,327.428571428571,1.28571428571428
"2814","Hepatitis B (unspecified)",2020-01-31,"Australian Capital Territory",7,1.6,18.7142857142857,4.38571428571429
"2815","Hepatitis C (newly acquired)",2020-01-31,"Australian Capital Territory",1,0.2,14.8571428571429,3.48571428571429
"2816","Hepatitis C (unspecified)",2020-01-31,"Australian Capital Territory",8,1.9,13.4285714285714,3.14285714285714
"2817","Campylobacteriosis",2020-01-31,"Australian Capital Territory",68,16,15.2857142857143,3.58571428571429
"2818","Cryptosporidiosis",2020-01-31,"Australian Capital Territory",6,1.4,14.8571428571429,3.48571428571429
"2819","Paratyphoid",2020-01-31,"Australian Capital Territory",1,0.2,14.8571428571429,3.48571428571429
"2820","Salmonellosis",2020-01-31,"Australian Capital Territory",16,3.8,14.2857142857143,3.34285714285714
"2821","Shigellosis",2020-01-31,"Australian Capital Territory",4,0.9,27.1428571428571,6.35714285714286
"2822","Typhoid Fever",2020-01-31,"Australian Capital Territory",1,0.2,33.5714285714286,7.87142857142857
"2823","Tuberculosis",2020-01-31,"Australian Capital Territory",4,0.9,34.1428571428571,8.01428571428572
"2824","Chlamydial infection",2020-01-31,"Australian Capital Territory",158,37.1,32.1428571428571,7.54285714285714
"2825","Gonococcal infection",2020-01-31,"Australian Capital Territory",51,12,44.8571428571429,10.5285714285714
"2826","Syphilis < 2 years",2020-01-31,"Australian Capital Territory",5,1.2,44.8571428571429,10.5285714285714
"2827","Syphilis > 2 years or unspecified duration",2020-01-31,"Australian Capital Territory",2,0.5,46.2857142857143,10.8714285714286
"2828","Influenza (laboratory confirmed)",2020-01-31,"Australian Capital Territory",93,21.8,24,5.64285714285715
"2829","Mumps",2020-01-31,"Australian Capital Territory",1,0.2,17.1428571428571,4.02857142857143
"2830","Pertussis",2020-01-31,"Australian Capital Territory",14,3.3,20,4.7
"2831","Pneumococcal disease (invasive)",2020-01-31,"Australian Capital Territory",2,0.5,25.5714285714286,6
"2832","Rotavirus",2020-01-31,"Australian Capital Territory",3,0.7,13.8571428571429,3.25714285714286
"2833","Varicella zoster (chickenpox)",2020-01-31,"Australian Capital Territory",25,5.9,14.1428571428571,3.32857142857143
"2834","Varicella zoster (shingles)",2020-01-31,"Australian Capital Territory",41,9.6,12.2857142857143,2.88571428571429
"2835","Varicella zoster (unspecified)",2020-01-31,"Australian Capital Territory",11,2.6,12.4285714285714,2.91428571428572
"2836","Chikungunya virus infection",2020-01-31,"Australian Capital Territory",3,0.7,12.2857142857143,2.88571428571429
"2837","Malaria",2020-01-31,"Australian Capital Territory",1,0.2,9.85714285714286,2.31428571428572
"2838","Hepatitis B (unspecified)",2020-01-31,"New South Wales",165,2,226.142857142857,2.8
"2839","Hepatitis C (unspecified)",2020-01-31,"New South Wales",252,3.1,281.714285714286,3.48571428571429
"2840","Campylobacteriosis",2020-01-31,"New South Wales",992,12.3,301.571428571429,3.72857142857143
"2841","Cryptosporidiosis",2020-01-31,"New South Wales",106,1.3,304.142857142857,3.75714285714286
"2842","Salmonellosis",2020-01-31,"New South Wales",419,5.2,723.285714285714,8.94285714285715
"2843","Shigellosis",2020-01-31,"New South Wales",160,2,863,10.6714285714286
"2844","Tuberculosis",2020-01-31,"New South Wales",35,0.4,746.285714285714,9.22857142857143
"2845","Chlamydial infection",2020-01-31,"New South Wales",3099,38.3,737.714285714286,9.12857142857143
"2846","Gonococcal infection",2020-01-31,"New South Wales",1230,15.2,1054.71428571429,13.0428571428571
"2847","Syphilis < 2 years",2020-01-31,"New South Wales",175,2.2,1084.85714285714,13.4142857142857
"2848","Syphilis > 2 years or unspecified duration",2020-01-31,"New South Wales",46,0.6,1084.71428571429,13.4142857142857
"2849","Influenza (laboratory confirmed)",2020-01-31,"New South Wales",2638,32.6,662.142857142857,8.18571428571429
"2850","Pertussis",2020-01-31,"New South Wales",371,4.6,489.142857142857,6.04285714285715
"2851","Pneumococcal disease (invasive)",2020-01-31,"New South Wales",34,0.4,466.285714285714,5.75714285714286
"2852","Rotavirus",2020-01-31,"New South Wales",141,1.7,463.285714285714,5.71428571428572
"2853","Dengue virus infection",2020-01-31,"New South Wales",19,0.2,116.571428571429,1.42857142857143
"2854","Ross River virus infection",2020-01-31,"New South Wales",15,0.2,107.428571428571,1.31428571428572
"2855","Q fever",2020-01-31,"New South Wales",25,0.3,234.857142857143,2.9
"2856","Hepatitis B (unspecified)",2020-01-31,"Northern Territory",5,2,8.28571428571429,3.38571428571428
"2857","Hepatitis C (unspecified)",2020-01-31,"Northern Territory",8,3.3,8.28571428571429,3.38571428571428
"2858","Campylobacteriosis",2020-01-31,"Northern Territory",26,10.6,13.8571428571429,5.65714285714285
"2859","Cryptosporidiosis",2020-01-31,"Northern Territory",8,3.3,17.4285714285714,7.1
"2860","Paratyphoid",2020-01-31,"Northern Territory",1,0.4,16.8571428571429,6.87142857142857
"2861","Salmonellosis",2020-01-31,"Northern Territory",40,16.3,16.1428571428571,6.57142857142857
"2862","Shigellosis",2020-01-31,"Northern Territory",34,13.8,45,18.2857142857143
"2863","Legionellosis",2020-01-31,"Northern Territory",1,0.4,57,23.1571428571429
"2864","Tuberculosis",2020-01-31,"Northern Territory",3,1.2,60.5714285714286,24.6142857142857
"2865","Chlamydial infection",2020-01-31,"Northern Territory",228,92.6,55.5714285714286,22.5714285714286
"2866","Gonococcal infection",2020-01-31,"Northern Territory",92,37.4,50.8571428571429,20.6571428571429
"2867","Syphilis < 2 years",2020-01-31,"Northern Territory",26,10.6,65,26.4
"2868","Syphilis > 2 years or unspecified duration",2020-01-31,"Northern Territory",5,2,65.2857142857143,26.5142857142857
"2869","Haemophilus influenzae type b",2020-01-31,"Northern Territory",1,0.4,33.5714285714286,13.6285714285714
"2870","Influenza (laboratory confirmed)",2020-01-31,"Northern Territory",100,40.6,22.5714285714286,9.15714285714286
"2871","Pertussis",2020-01-31,"Northern Territory",5,2,19.2857142857143,7.81428571428571
"2872","Pneumococcal disease (invasive)",2020-01-31,"Northern Territory",6,2.4,25.1428571428571,10.2
"2873","Rotavirus",2020-01-31,"Northern Territory",15,6.1,25.1428571428571,10.2
"2874","Varicella zoster (chickenpox)",2020-01-31,"Northern Territory",3,1.2,11.8571428571429,4.8
"2875","Varicella zoster (shingles)",2020-01-31,"Northern Territory",46,18.7,11.8571428571429,4.8
"2876","Barmah Forest virus infection",2020-01-31,"Northern Territory",1,0.4,11.1428571428571,4.51428571428571
"2877","Dengue virus infection",2020-01-31,"Northern Territory",7,2.8,9.42857142857143,3.81428571428571
"2878","Ross River virus infection",2020-01-31,"Northern Territory",5,2,10.4285714285714,4.22857142857143
"2879","Hepatitis B (unspecified)",2020-01-31,"Queensland",59,1.2,187.714285714286,3.68571428571429
"2880","Hepatitis C (newly acquired)",2020-01-31,"Queensland",48,0.9,201,3.94285714285714
"2881","Hepatitis C (unspecified)",2020-01-31,"Queensland",142,2.8,279.428571428571,5.48571428571429
"2882","Campylobacteriosis",2020-01-31,"Queensland",978,19.2,285.285714285714,5.6
"2883","Cryptosporidiosis",2020-01-31,"Queensland",102,2,278.142857142857,5.45714285714286
"2884","Salmonellosis",2020-01-31,"Queensland",606,11.9,573.142857142857,11.2571428571429
"2885","Shigellosis",2020-01-31,"Queensland",62,1.2,645.142857142857,12.6714285714286
"2886","Tuberculosis",2020-01-31,"Queensland",9,0.2,519.142857142857,10.2
"2887","Chlamydial infection",2020-01-31,"Queensland",2113,41.5,506.857142857143,9.95714285714286
"2888","Gonococcal infection",2020-01-31,"Queensland",646,12.7,640.428571428571,12.5857142857143
"2889","Syphilis < 2 years",2020-01-31,"Queensland",96,1.9,655.714285714286,12.8857142857143
"2890","Syphilis > 2 years or unspecified duration",2020-01-31,"Queensland",16,0.3,658.142857142857,12.9285714285714
"2891","Influenza (laboratory confirmed)",2020-01-31,"Queensland",1541,30.3,366.714285714286,7.2
"2892","Pertussis",2020-01-31,"Queensland",169,3.3,288.714285714286,5.67142857142857
"2893","Pneumococcal disease (invasive)",2020-01-31,"Queensland",26,0.5,369.857142857143,7.25714285714286
"2894","Rotavirus",2020-01-31,"Queensland",73,1.4,375,7.35714285714286
"2895","Varicella zoster (chickenpox)",2020-01-31,"Queensland",100,2,157.857142857143,3.08571428571429
"2896","Varicella zoster (shingles)",2020-01-31,"Queensland",664,13,135.571428571429,2.65714285714286
"2897","Varicella zoster (unspecified)",2020-01-31,"Queensland",52,1,133.714285714286,2.62857142857143
"2898","Barmah Forest virus infection",2020-01-31,"Queensland",21,0.4,132.285714285714,2.6
"2899","Dengue virus infection",2020-01-31,"Queensland",13,0.3,119.285714285714,2.34285714285714
"2900","Malaria",2020-01-31,"Queensland",13,0.3,27.4285714285714,0.542857142857144
"2901","Ross River virus infection",2020-01-31,"Queensland",63,1.2,31.5714285714286,0.62857142857143
"2902","Leptospirosis",2020-01-31,"Queensland",9,0.2,35.4285714285714,0.700000000000001
"2903","Q fever",2020-01-31,"Queensland",21,0.4,53.4285714285714,1.04285714285714
"2904","Hepatitis B (unspecified)",2020-01-31,"South Australia",23,1.3,51.4285714285714,2.94285714285714
"2905","Hepatitis C (newly acquired)",2020-01-31,"South Australia",3,0.2,50.5714285714286,2.88571428571428
"2906","Hepatitis C (unspecified)",2020-01-31,"South Australia",18,1,54.4285714285714,3.1
"2907","Campylobacteriosis",2020-01-31,"South Australia",287,16.4,67.1428571428571,3.82857142857142
"2908","Cryptosporidiosis",2020-01-31,"South Australia",13,0.7,68.4285714285714,3.9
"2909","STEC",2020-01-31,"South Australia",32,1.8,68.7142857142857,3.91428571428571
"2910","Salmonellosis",2020-01-31,"South Australia",94,5.4,67,3.81428571428571
"2911","Shigellosis",2020-01-31,"South Australia",32,1.8,105.428571428571,6
"2912","Legionellosis",2020-01-31,"South Australia",5,0.3,129.714285714286,7.38571428571428
"2913","Tuberculosis",2020-01-31,"South Australia",6,0.3,127.857142857143,7.28571428571428
"2914","Chlamydial infection",2020-01-31,"South Australia",556,31.7,116,6.6
"2915","Gonococcal infection",2020-01-31,"South Australia",183,10.4,171.285714285714,9.75714285714285
"2916","Syphilis < 2 years",2020-01-31,"South Australia",19,1.1,174.285714285714,9.92857142857143
"2917","Syphilis > 2 years or unspecified duration",2020-01-31,"South Australia",11,0.6,174.142857142857,9.92857142857143
"2918","Influenza (laboratory confirmed)",2020-01-31,"South Australia",419,23.9,109,6.21428571428571
"2919","Pertussis",2020-01-31,"South Australia",26,1.5,89.7142857142857,5.11428571428571
"2920","Pneumococcal disease (invasive)",2020-01-31,"South Australia",5,0.3,128.571428571429,7.32857142857142
"2921","Rotavirus",2020-01-31,"South Australia",100,5.7,127.857142857143,7.28571428571428
"2922","Varicella zoster (chickenpox)",2020-01-31,"South Australia",48,2.7,68.4285714285714,3.9
"2923","Varicella zoster (shingles)",2020-01-31,"South Australia",291,16.6,65.4285714285714,3.72857142857142
"2924","Varicella zoster (unspecified)",2020-01-31,"South Australia",6,0.3,68.2857142857143,3.88571428571428
"2925","Chikungunya virus infection",2020-01-31,"South Australia",3,0.2,54.4285714285714,3.1
"2926","Dengue virus infection",2020-01-31,"South Australia",5,0.3,51.8571428571429,2.95714285714285
"2927","Hepatitis B (unspecified)",2020-01-31,"Tasmania",4,0.7,17.2857142857143,3.24285714285714
"2928","Hepatitis C (unspecified)",2020-01-31,"Tasmania",10,1.9,19.2857142857143,3.61428571428572
"2929","Campylobacteriosis",2020-01-31,"Tasmania",100,18.7,19,3.55714285714286
"2930","Listeriosis",2020-01-31,"Tasmania",1,0.2,19,3.55714285714286
"2931","Salmonellosis",2020-01-31,"Tasmania",15,2.8,34.5714285714286,6.47142857142857
"2932","Legionellosis",2020-01-31,"Tasmania",1,0.2,36.2857142857143,6.78571428571429
"2933","Tuberculosis",2020-01-31,"Tasmania",2,0.4,22.2857142857143,4.17142857142857
"2934","Chlamydial infection",2020-01-31,"Tasmania",113,21.1,30.5714285714286,5.71428571428572
"2935","Gonococcal infection",2020-01-31,"Tasmania",22,4.1,32.2857142857143,6.04285714285714
"2936","Syphilis > 2 years or unspecified duration",2020-01-31,"Tasmania",2,0.4,32.2857142857143,6.04285714285714
"2937","Influenza (laboratory confirmed)",2020-01-31,"Tasmania",59,11,33.7142857142857,6.3
"2938","Pertussis",2020-01-31,"Tasmania",27,5.1,17.8571428571429,3.34285714285714
"2939","Pneumococcal disease (invasive)",2020-01-31,"Tasmania",1,0.2,19.4285714285714,3.64285714285714
"2940","Rotavirus",2020-01-31,"Tasmania",12,2.2,21.4285714285714,4.01428571428572
"2941","Varicella zoster (chickenpox)",2020-01-31,"Tasmania",2,0.4,13.2857142857143,2.5
"2942","Varicella zoster (shingles)",2020-01-31,"Tasmania",33,6.2,9.57142857142857,1.8
"2943","Varicella zoster (unspecified)",2020-01-31,"Tasmania",16,3,9.71428571428571,1.82857142857143
"2944","Dengue virus infection",2020-01-31,"Tasmania",2,0.4,8.42857142857143,1.6
"2945","Ross River virus infection",2020-01-31,"Tasmania",1,0.2,8.42857142857143,1.6
"2946","Q fever",2020-01-31,"Tasmania",2,0.4,5.14285714285714,0.985714285714287
"2947","Hepatitis B (unspecified)",2020-01-31,"Victoria",121,1.8,312.714285714286,4.74285714285714
"2948","Hepatitis C (unspecified)",2020-01-31,"Victoria",107,1.6,300.142857142857,4.54285714285714
"2949","Campylobacteriosis",2020-01-31,"Victoria",830,12.6,322.857142857143,4.88571428571429
"2950","Cryptosporidiosis",2020-01-31,"Victoria",103,1.6,228.142857142857,3.45714285714286
"2951","STEC",2020-01-31,"Victoria",22,0.3,212.857142857143,3.22857142857143
"2952","Salmonellosis",2020-01-31,"Victoria",343,5.2,202.714285714286,3.07142857142857
"2953","Shigellosis",2020-01-31,"Victoria",71,1.1,141.714285714286,2.14285714285714
"2954","Legionellosis",2020-01-31,"Victoria",14,0.2,260.142857142857,3.92857142857143
"2955","Tuberculosis",2020-01-31,"Victoria",36,0.5,280.142857142857,4.24285714285714
"2956","Chlamydial infection",2020-01-31,"Victoria",403,6.1,240.714285714286,3.64285714285714
"2957","Gonococcal infection",2020-01-31,"Victoria",932,14.1,463.714285714286,7.02857142857143
"2958","Syphilis < 2 years",2020-01-31,"Victoria",162,2.5,493.571428571429,7.48571428571429
"2959","Syphilis > 2 years or unspecified duration",2020-01-31,"Victoria",67,1,493.571428571429,7.48571428571429
"2960","Influenza (laboratory confirmed)",2020-01-31,"Victoria",1632,24.8,444.428571428571,6.74285714285714
"2961","Pertussis",2020-01-31,"Victoria",223,3.4,323.857142857143,4.91428571428572
"2962","Pneumococcal disease (invasive)",2020-01-31,"Victoria",36,0.5,333.857142857143,5.05714285714286
"2963","Rotavirus",2020-01-31,"Victoria",59,0.9,431.285714285714,6.54285714285714
"2964","Varicella zoster (chickenpox)",2020-01-31,"Victoria",88,1.3,218.571428571429,3.31428571428572
"2965","Varicella zoster (shingles)",2020-01-31,"Victoria",232,3.5,207.142857142857,3.14285714285714
"2966","Varicella zoster (unspecified)",2020-01-31,"Victoria",749,11.4,304.428571428571,4.62857142857143
"2967","Hepatitis B (unspecified)",2020-01-31,"Western Australia",39,1.5,83.7142857142857,3.18571428571428
"2968","Hepatitis C (newly acquired)",2020-01-31,"Western Australia",7,0.3,82.5714285714286,3.14285714285714
"2969","Hepatitis C (unspecified)",2020-01-31,"Western Australia",69,2.6,81.2857142857143,3.08571428571428
"2970","Campylobacteriosis",2020-01-31,"Western Australia",326,12.4,110.142857142857,4.18571428571428
"2971","Cryptosporidiosis",2020-01-31,"Western Australia",98,3.7,111.142857142857,4.22857142857142
"2972","STEC",2020-01-31,"Western Australia",16,0.6,110.714285714286,4.21428571428571
"2973","Salmonellosis",2020-01-31,"Western Australia",216,8.2,102.142857142857,3.88571428571428
"2974","Shigellosis",2020-01-31,"Western Australia",46,1.8,201.428571428571,7.67142857142857
"2975","Legionellosis",2020-01-31,"Western Australia",4,0.2,244.571428571429,9.32857142857142
"2976","Tuberculosis",2020-01-31,"Western Australia",9,0.3,250.571428571429,9.55714285714285
